image,label,pred,correct,alpha,gate_mean,gate_std,path_gate_mean,nonpath_gate_mean,path_enrichment,endpoint_gate,decoy_gate_mean,black_decoy_gate_mean,gray_decoy_gate_mean,path_length,distractor_ratio,decoy_arrow_count,start_end_manhattan,num_turns,path_bbox_area,path_coverage,long_dependency_score
test/000000.png,6,5,0,0.2504662871360779,0.5041079521179199,0.010367455892264843,0.5057363124882303,0.5036772281892838,0.002059084298946412,0.5434016585350037,0.5033541771711088,0.5014262162533003,0.5066936809037413,40,1.0,26,18,23,196,0.20918367346938777,0.5102564102564102
test/000001.png,0,0,1,0.27682387828826904,0.5024248361587524,0.013987941667437553,0.4947748336256767,0.5049748339620578,-0.010200000336381077,0.5556569695472717,0.5054511296338049,0.4991191193097975,0.5136927938650525,48,1.0,23,16,31,120,0.25,0.43014128728414447
test/000002.png,0,0,1,0.31759658455848694,0.5033981800079346,0.010830607265233994,0.49798651799863697,0.5052020468679416,-0.007215528869304599,0.5442540645599365,0.5049205040109569,0.502315385474099,0.5082176071591675,48,1.0,17,8,30,84,0.25,0.30109890109890114
test/000003.png,3,7,0,0.3044900894165039,0.5104761123657227,0.01024826429784298,0.5014286851882934,0.5117988338944508,-0.010370148706157378,0.5027528405189514,0.5115744729013838,0.5129210422135363,0.509670039159911,24,1.0,25,10,18,66,0.12755102040816327,0.24427001569858714
test/000004.png,5,0,0,0.2877924144268036,0.5088022351264954,0.014406324364244938,0.5001222479343415,0.5100713255461197,-0.009949077611778212,0.5057510137557983,0.5095810355872092,0.5016281147797902,0.5186413251146486,24,1.0,23,8,14,72,0.12755102040816327,0.2273155416012559
test/000005.png,6,6,1,0.31066450476646423,0.5055963397026062,0.010279005393385887,0.5057333126300718,0.5055601177677032,0.0001731948623686641,0.5393069386482239,0.5054978293920654,0.5021658258876581,0.5098900158296932,40,1.0,25,10,25,110,0.20918367346938777,0.33019361590790164
test/000006.png,5,5,1,0.27103906869888306,0.5064217448234558,0.011995558626949787,0.49624252229025867,0.5084825576814406,-0.012240035391181903,0.48563873767852783,0.5080478489398956,0.503298435537588,0.5132290271969585,32,1.0,17,6,22,80,0.1683673469387755,0.2329147043432758
test/000007.png,6,3,0,0.25099867582321167,0.5040068626403809,0.009526396170258522,0.503680514566826,0.504072940788386,-0.00039242622155999385,0.5313449501991272,0.5040225066383432,0.5038657034491445,0.5042263507843018,32,1.0,24,6,14,56,0.1683673469387755,0.20842490842490843
test/000008.png,2,2,1,0.39068248867988586,0.5101409554481506,0.012448647059500217,0.492589659763105,0.5136943459510803,-0.02110468618797534,0.5175122022628784,0.5135090314083218,0.5124438003207861,0.5148257753915257,32,1.0,19,10,21,60,0.1683673469387755,0.25866038723181584
test/000009.png,6,5,0,0.27074211835861206,0.5091161727905273,0.009935113601386547,0.5090916076811348,0.5091226773877298,-3.10697065949439e-05,0.5552240014076233,0.5093491061840182,0.510235183650539,0.5082704031812972,40,1.0,18,10,23,77,0.20918367346938777,0.2965201465201465
test/000010.png,2,2,1,0.32531678676605225,0.514847457408905,0.009358893148601055,0.511399251658742,0.5157595528710273,-0.004360301212285256,0.518771767616272,0.5156928367084928,0.5170118889730909,0.5137034464077871,40,1.0,17,6,25,88,0.20918367346938777,0.26159079016221876
test/000011.png,0,0,1,0.2971342206001282,0.4924861490726471,0.013564814813435078,0.48649545652525766,0.4944830323968615,-0.007987575871603814,0.5610781311988831,0.4942211714284173,0.48823342158133726,0.5022370300946697,48,1.0,18,6,34,100,0.25,0.2943485086342229
test/000012.png,5,1,0,0.359197199344635,0.5040516257286072,0.012476158328354359,0.4943067489600763,0.506629285120195,-0.012322536160118691,0.5045295357704163,0.5063880510579527,0.5005863591567757,0.5164374102439199,40,1.0,26,16,22,132,0.20918367346938777,0.42187336473050757
test/000013.png,1,1,1,0.4107361137866974,0.5096267461776733,0.01233254186809063,0.4964045333862305,0.511559827460183,-0.015155294073952552,0.5212334990501404,0.5113366815818132,0.51104948167191,0.5116342622113516,24,1.0,22,6,18,42,0.12755102040816327,0.17362637362637362
test/000014.png,1,1,1,0.38127097487449646,0.5085547566413879,0.011659031733870506,0.5011718092542706,0.5100495080275038,-0.008877698773233189,0.5243201851844788,0.5097490608321954,0.5093608486155669,0.5103224204136775,32,1.0,22,4,18,81,0.1683673469387755,0.21085818942961798
test/000015.png,6,6,1,0.4418394863605499,0.508558988571167,0.015456232242286205,0.4968722438812256,0.5102675713990864,-0.013395327517860822,0.547694206237793,0.5103205955592838,0.5033549344123796,0.517538027591016,24,1.0,17,2,14,48,0.12755102040816327,0.13359497645211932
test/000016.png,6,6,1,0.39530524611473083,0.49657881259918213,0.014492976479232311,0.4870230439232617,0.4991064617710729,-0.012083417847811195,0.5185906887054443,0.4985862802835851,0.4912028934644616,0.5097218800763614,40,1.0,22,8,19,64,0.20918367346938777,0.26017791732077444
test/000017.png,6,3,0,0.22516575455665588,0.5073909163475037,0.010461097583174706,0.5010051158341494,0.5086837665069323,-0.0076786506727828385,0.5582731366157532,0.5086604477085682,0.5070325924504188,0.5108867791645667,32,1.0,19,8,19,72,0.1683673469387755,0.24782836211407638
test/000018.png,3,7,0,0.28405946493148804,0.5079808235168457,0.012240271084010601,0.5083396063775433,0.5078612288244727,0.0004783775530705636,0.5048481822013855,0.5079359790374492,0.5056178715418685,0.5115148116622055,48,1.0,25,18,32,143,0.25,0.47668759811616956
test/000019.png,0,0,1,0.2838318347930908,0.49970346689224243,0.014938384294509888,0.48682419368714996,0.5023109468580024,-0.015486753170852408,0.5554708242416382,0.5019467167602563,0.49430212201107115,0.5102862746684582,32,1.0,22,10,20,78,0.1683673469387755,0.27702773417059134
test/000020.png,1,1,1,0.353351891040802,0.5089874863624573,0.010720516555011272,0.5016482552377189,0.5109288154109832,-0.009280560173264285,0.5309053659439087,0.5108038440249325,0.5077105322662665,0.5163155631585554,40,1.0,22,6,18,104,0.20918367346938777,0.2779173207744636
test/000021.png,4,4,1,0.30866068601608276,0.5092464089393616,0.01222918089479208,0.49523537039756776,0.5112948137068609,-0.016059443309293153,0.4697309136390686,0.5113832349255241,0.508479531064178,0.515489901815142,24,1.0,23,4,12,54,0.12755102040816327,0.16279434850863422
test/000022.png,2,2,1,0.2982105612754822,0.5120015740394592,0.01361856609582901,0.4945796529452006,0.5155287028456027,-0.020949049900402084,0.5091381669044495,0.5156942126543625,0.5127558903668517,0.5197128004887525,32,1.0,23,8,17,66,0.1683673469387755,0.24170591313448456
test/000023.png,1,3,0,0.2894519567489624,0.5090498328208923,0.012809135019779205,0.4919240462779999,0.5115535820436756,-0.01962953576567572,0.5247868299484253,0.5114219520218979,0.5086932106220976,0.5148419745763143,24,1.0,23,4,13,42,0.12755102040816327,0.15054945054945057
test/000024.png,2,2,1,0.2705123722553253,0.509467601776123,0.011073320172727108,0.4997282445430756,0.51089150236364,-0.011163257820564432,0.5015407204627991,0.5106505018014175,0.5092077738046646,0.5127414119416389,24,1.0,23,12,12,80,0.12755102040816327,0.28163265306122454
test/000025.png,1,1,1,0.34950101375579834,0.5057520866394043,0.01267913356423378,0.4946176987521502,0.5094635407535397,-0.014845842001389498,0.531569242477417,0.5095930598933122,0.5078301482966968,0.5120206758624217,48,1.0,24,4,39,91,0.25,0.2620879120879121
test/000026.png,2,2,1,0.35101938247680664,0.5250781178474426,0.010944023728370667,0.518373785018921,0.526058232226567,-0.00768444720764605,0.5075331926345825,0.5259926245057371,0.52569410621479,0.5263579166249225,24,1.0,23,8,15,48,0.12755102040816327,0.20282574568288855
test/000027.png,2,6,0,0.36076244711875916,0.5015278458595276,0.014345290139317513,0.4993215318845243,0.5022633041248841,-0.002941772240359797,0.49939385056495667,0.5018977492020048,0.4946306174273019,0.5141442120075226,48,1.0,18,14,28,140,0.25,0.4274725274725275
test/000028.png,4,7,0,0.35841450095176697,0.49929335713386536,0.010473335161805153,0.49420735821491335,0.5006386928019985,-0.0064313345870851135,0.4902787208557129,0.5001491306264416,0.4981212097291763,0.5044532892655353,40,1.0,28,8,19,84,0.20918367346938777,0.2805860805860806
test/000029.png,4,4,1,0.2894628942012787,0.5104455947875977,0.008755277842283249,0.5105810960133871,0.5104182086473593,0.0001628873660277641,0.4972275197505951,0.5104938314197967,0.5095755840567026,0.5116007597479102,32,1.0,22,12,17,98,0.1683673469387755,0.3205128205128205
test/000030.png,7,6,0,0.34360066056251526,0.5095628499984741,0.011785876005887985,0.506390227777202,0.5104020870500995,-0.004011859272897489,0.5346695184707642,0.5101801634224412,0.507408011172499,0.5135549574658491,40,1.0,21,12,25,110,0.20918367346938777,0.3532705389848247
test/000031.png,7,7,1,0.3517170548439026,0.4977093040943146,0.009786255657672882,0.49174444849898175,0.49928718190039356,-0.007542733401411816,0.5382243990898132,0.4990502685503243,0.49575263682533716,0.5031723082065582,40,1.0,24,2,33,66,0.20918367346938777,0.19298796441653585
test/000032.png,5,0,0,0.2702544629573822,0.5054789185523987,0.012051808647811413,0.4959021052535699,0.5086711432252612,-0.012769037971691266,0.4776571989059448,0.508340538986798,0.5047447814660914,0.513434528807799,48,1.0,23,12,36,90,0.25,0.3533751962323391
test/000033.png,6,7,0,0.34967395663261414,0.5009804368019104,0.011986995115876198,0.4981504484098785,0.5019237315979134,-0.0037732831880348816,0.5333531498908997,0.5013581372540573,0.49602956453959146,0.5070673223052706,48,1.0,22,12,31,143,0.25,0.40745682888540036
test/000034.png,1,1,1,0.3734916150569916,0.4987098276615143,0.017291070893406868,0.48387708176266064,0.5017127467810742,-0.017835665018413605,0.5309542417526245,0.5016025678711649,0.4989023920562532,0.5071048129279658,32,1.0,21,6,17,60,0.1683673469387755,0.21250654107796968
test/000035.png,3,7,0,0.297392874956131,0.5012416243553162,0.010912075638771057,0.49248754436319525,0.5030140085088695,-0.010526464145674208,0.5040119886398315,0.5028624840034461,0.50093789260412,0.5057794428430498,32,1.0,23,12,19,91,0.1683673469387755,0.31336996336996337
test/000036.png,6,6,1,0.3497534990310669,0.5008522272109985,0.015439117327332497,0.5054377210140228,0.5001818124662366,0.005255908547786237,0.5510660409927368,0.49996787186205033,0.4901843737530452,0.511939784021754,24,1.0,20,10,14,50,0.12755102040816327,0.22794348508634224
test/000037.png,3,3,1,0.2389812171459198,0.5037458539009094,0.01059015467762947,0.4967367016539282,0.5060822000714387,-0.009345498417510478,0.5046187043190002,0.5059284709650894,0.5030336823574332,0.5101479933423511,48,1.0,24,10,30,80,0.25,0.32009419152276297
test/000038.png,4,6,0,0.37512826919555664,0.5119695067405701,0.010153016075491905,0.5115058660507202,0.5120373254979563,-0.0005314594472360934,0.49268126487731934,0.5117196146200395,0.5133015307886847,0.510041240148428,24,1.0,17,12,15,50,0.12755102040816327,0.2510204081632653
test/000039.png,3,1,0,0.3683393597602844,0.5124337673187256,0.016404952853918076,0.49587954806559015,0.5157852452591153,-0.01990569719352514,0.5092105865478516,0.5156964361667633,0.5119544815632605,0.5208141093744951,32,1.0,23,12,20,63,0.1683673469387755,0.2847985347985348
test/000040.png,4,4,1,0.3648487329483032,0.5070198178291321,0.01035296730697155,0.5050736638632688,0.5074138244602577,-0.0023401605969889383,0.5036926865577698,0.5076115286868551,0.5026472720834944,0.5139042483249181,32,1.0,20,2,20,50,0.1683673469387755,0.15614861329147045
test/000041.png,6,6,1,0.36632847785949707,0.495846688747406,0.015316573902964592,0.4842619518844449,0.49970826486340997,-0.015446312978965093,0.5245226621627808,0.49900993149856043,0.4920754166873726,0.5062374539778266,48,1.0,26,10,30,84,0.25,0.3241758241758242
test/000042.png,4,1,0,0.38445189595222473,0.5104964375495911,0.01245100237429142,0.497200321178047,0.5149285211449578,-0.017728199966910774,0.48231711983680725,0.5147407591342926,0.5114518116627421,0.5192698015541327,48,1.0,19,12,31,132,0.25,0.39623233908948197
test/000043.png,1,1,1,0.32675430178642273,0.5090758800506592,0.010173014365136623,0.49915841003743616,0.5116991746810174,-0.012540764643581281,0.5253089666366577,0.5119090027668897,0.5083513944631531,0.5162400041801342,40,1.0,25,10,24,88,0.20918367346938777,0.3077446363160649
test/000044.png,1,7,0,0.3422662913799286,0.49988463521003723,0.012863164767622948,0.4946614585139535,0.500942065671909,-0.006280607157955531,0.5137951970100403,0.5003906247778709,0.49414889819242735,0.5079148979219672,32,1.0,22,8,22,88,0.1683673469387755,0.2641548927263213
test/000045.png,7,4,0,0.41030675172805786,0.5124508738517761,0.010020807385444641,0.5089226074335051,0.513384122040964,-0.004461514607458805,0.5344302654266357,0.5136400467040492,0.5146511408050408,0.5122339939698577,40,1.0,18,16,23,140,0.20918367346938777,0.43003663003663006
test/000046.png,6,2,0,0.34067589044570923,0.5057857036590576,0.01146508939564228,0.4966054739374103,0.5076442399273621,-0.011038765989951793,0.5433789491653442,0.5073681238645352,0.5059280395507812,0.5090194205443065,32,1.0,23,10,15,77,0.1683673469387755,0.276007326007326
test/000047.png,0,6,0,0.38369250297546387,0.5047721266746521,0.01199269201606512,0.5023625024727413,0.5055753746811225,-0.003212872208381179,0.5522639155387878,0.505603321461842,0.5002417642284523,0.5138808133309347,48,1.0,25,2,35,110,0.25,0.2583987441130298
test/000048.png,5,1,0,0.36740800738334656,0.5163288712501526,0.009770865552127361,0.5133286890934925,0.5173288281677532,-0.004000139074260667,0.4818192422389984,0.5176054081012462,0.5181550055742263,0.5167060667818243,48,1.0,27,6,33,121,0.25,0.31577708006279437
test/000049.png,2,2,1,0.29168668389320374,0.5170425176620483,0.009636656381189823,0.5167763780574409,0.517131195181892,-0.00035481712445106783,0.5062299966812134,0.5176684948904761,0.5146150082349777,0.5205184157689412,48,1.0,25,2,28,104,0.25,0.252276295133438
test/000050.png,6,6,1,0.28757160902023315,0.5038162469863892,0.009418961592018604,0.5002827522706013,0.504994160058547,-0.004711407787945765,0.533598005771637,0.5051966850099893,0.5025462647053328,0.509288561971564,48,1.0,20,14,30,104,0.25,0.39073783359497644
test/000051.png,6,6,1,0.3666325509548187,0.5000067353248596,0.013059425167739391,0.4959682996680097,0.501074977267173,-0.0051066775991632785,0.5486724972724915,0.5009362274914785,0.4967034793629938,0.5084782150658694,40,1.0,22,12,29,98,0.20918367346938777,0.34102564102564104
test/000052.png,3,2,0,0.28891634941101074,0.5131367444992065,0.011270083487033844,0.49879390716552735,0.5152336989927013,-0.016439791827173977,0.5138819813728333,0.5151176339775853,0.5159098296141138,0.5140241808454755,24,1.0,21,8,14,40,0.12755102040816327,0.1946624803767661
test/000053.png,5,2,0,0.20521357655525208,0.5157155990600586,0.00873096939176321,0.511599657535553,0.5163173924761209,-0.004717734940567819,0.45970144867897034,0.5163882087320971,0.5169386575730999,0.5157758343964816,24,1.0,23,4,12,54,0.12755102040816327,0.16279434850863422
test/000054.png,0,0,1,0.301980197429657,0.4967224597930908,0.015646765008568764,0.48980308369714387,0.4990289480913253,-0.009225864394181438,0.5714386701583862,0.498762183559352,0.48990243330769156,0.5120518089368425,48,1.0,28,4,29,121,0.25,0.29270015698587126
test/000055.png,3,2,0,0.23292741179466248,0.5124498009681702,0.009502660483121872,0.5057008838653565,0.5134364587870258,-0.007735574921669319,0.5220624208450317,0.5133899723637033,0.516137679976024,0.5103331476449966,24,1.0,22,8,15,60,0.12755102040816327,0.21507064364207223
test/000056.png,3,3,1,0.2871931791305542,0.5129678845405579,0.01093343272805214,0.5131400290763739,0.5129330097897652,0.00020701928660871172,0.48858746886253357,0.5132162883785201,0.51547999221545,0.5090860217286829,32,1.0,22,2,13,72,0.1683673469387755,0.17859759288330718
test/000057.png,1,1,1,0.41840964555740356,0.5043647289276123,0.013898550532758236,0.4983015772031278,0.5063857955186546,-0.008084218315526803,0.528826892375946,0.5063284208034647,0.4980684549380571,0.5159445004676705,48,1.0,17,6,36,108,0.25,0.30251177394034534
test/000058.png,3,3,1,0.24345646798610687,0.5015591382980347,0.011593785136938095,0.4925638327793199,0.5045576241551614,-0.011993791375841445,0.4955501854419708,0.5047682159933551,0.501806488379519,0.5102270864972881,48,1.0,17,16,31,110,0.25,0.4199372056514914
test/000059.png,3,3,1,0.24718154966831207,0.5065281987190247,0.010073906742036343,0.5008078582432806,0.5084349642805501,-0.007627106037269571,0.5180460810661316,0.5082231842238327,0.508208816498518,0.5082408675780663,48,1.0,21,16,25,108,0.25,0.41789638932496076
test/000060.png,1,1,1,0.38693490624427795,0.5015755295753479,0.016707200556993484,0.4875438140363109,0.5062527569378314,-0.01870894290152053,0.537077009677887,0.5058176905944429,0.5012075649367438,0.5133615325797688,48,1.0,25,6,33,63,0.25,0.2565934065934066
test/000061.png,1,3,0,0.2924514710903168,0.5086289048194885,0.010745050385594368,0.5126827025052273,0.5078081698871098,0.004874532618117544,0.5189163684844971,0.5080574171513504,0.506029752890269,0.5106276957921578,32,1.0,24,12,20,77,0.1683673469387755,0.2990842490842491
test/000062.png,7,7,1,0.3020583391189575,0.5056920647621155,0.009707693010568619,0.5035552859306336,0.5060044622909255,-0.0024491763602919603,0.5278761386871338,0.5058799710499464,0.5055715259578493,0.506231364192842,24,1.0,21,6,17,36,0.12755102040816327,0.1675039246467818
test/000063.png,6,6,1,0.3775326609611511,0.5007947087287903,0.011793009005486965,0.49978532732986825,0.5010617367682918,-0.0012764094384235536,0.5367836952209473,0.5007835242872923,0.495888475490653,0.5081662208330436,40,1.0,26,6,15,72,0.20918367346938777,0.24526425954997383
test/000064.png,3,3,1,0.29250192642211914,0.505729079246521,0.011188901960849762,0.49259339690208437,0.5076494982019503,-0.015056101299865898,0.5069811344146729,0.5076085237356333,0.5062963325603336,0.5096061879129552,24,1.0,18,4,16,32,0.12755102040816327,0.1403453689167975
test/000065.png,0,0,1,0.3123853802680969,0.49758028984069824,0.013040173798799515,0.49344256276987036,0.49895952003342764,-0.005516957263557276,0.5532549619674683,0.4986824313114429,0.49324875250458716,0.5053700359968039,48,1.0,26,12,27,168,0.25,0.432967032967033
test/000066.png,5,1,0,0.33090105652809143,0.5136227607727051,0.00988413393497467,0.5089578783512115,0.5143047504954867,-0.005346872144275205,0.4903293251991272,0.5142824083743011,0.5140975380831576,0.5145141124725342,24,1.0,23,14,14,63,0.12755102040816327,0.28736263736263734
test/000067.png,7,5,0,0.31995052099227905,0.5044074058532715,0.012925618328154087,0.4959258655222451,0.5066509414103724,-0.010725075888127267,0.5321096181869507,0.5066342499910617,0.507194126540042,0.5057422432859066,40,1.0,22,16,24,130,0.20918367346938777,0.419832548403977
test/000068.png,5,5,1,0.29928314685821533,0.5068290829658508,0.010859650559723377,0.5006078171486757,0.5089028716898288,-0.00829505454115309,0.467289537191391,0.5085128928052968,0.5053252915301955,0.5127801654800292,48,1.0,16,12,31,91,0.25,0.3543956043956044
test/000069.png,2,6,0,0.3586764335632324,0.5063542127609253,0.01110086403787136,0.49993196964263914,0.5072931506131825,-0.007361180970543335,0.4988897740840912,0.5068350714691997,0.5088064675884587,0.5029614510243399,24,1.0,28,2,14,36,0.12755102040816327,0.12135007849293564
test/000070.png,7,7,1,0.30696815252304077,0.5117062330245972,0.011052542366087437,0.5061290182850577,0.512835337340466,-0.006706319055408305,0.5510821342468262,0.5131718651478335,0.5129557742226508,0.513467401266098,32,1.0,25,12,26,80,0.1683673469387755,0.302145473574045
test/000071.png,6,6,1,0.3206811547279358,0.5051993131637573,0.010932027362287045,0.49661091963450116,0.5069381143052154,-0.010327194670714246,0.5255677700042725,0.5073430364176353,0.5068052618399911,0.5080600691878278,32,1.0,18,10,23,54,0.1683673469387755,0.252537938252224
test/000072.png,6,3,0,0.2589113116264343,0.5062768459320068,0.011390216648578644,0.5045649626038291,0.5066234555346835,-0.002058492930854361,0.5546774864196777,0.5063902567262235,0.5099774659349677,0.5019560675654147,32,1.0,21,12,19,90,0.1683673469387755,0.31234955520669805
test/000073.png,4,4,1,0.3067963421344757,0.5026720762252808,0.012386330403387547,0.4920661175251007,0.5042226588168339,-0.012156541291733214,0.4863904118537903,0.5042557231420596,0.49824894418810856,0.5131775565883693,24,1.0,19,10,13,56,0.12755102040816327,0.23406593406593407
test/000074.png,0,0,1,0.33411696553230286,0.49260658025741577,0.01474413089454174,0.4869837528321801,0.4940938418911349,-0.007110089058954827,0.5216019749641418,0.4933714243321637,0.48613630165887434,0.5026582982113112,40,1.0,24,16,23,112,0.20918367346938777,0.4014652014652014
test/000075.png,3,2,0,0.25761446356773376,0.5150902271270752,0.009902965277433395,0.5107338741058256,0.5162425408440251,-0.005508666738199497,0.516120970249176,0.516018427859724,0.5177739294370015,0.5143304455738801,40,1.0,21,4,22,91,0.20918367346938777,0.24157509157509158
test/000076.png,5,5,1,0.2686379849910736,0.5068345665931702,0.00996831338852644,0.5115038527221214,0.5055995068242473,0.0059043458978741414,0.4764169156551361,0.5052476938253914,0.503990113735199,0.5068196689381319,40,1.0,23,12,28,78,0.20918367346938777,0.3206174777603349
test/000077.png,0,0,1,0.33183029294013977,0.4993070960044861,0.018911544233560562,0.4924138121458949,0.5016048319485723,-0.009191019802677391,0.5727394223213196,0.5010833353831851,0.48720001257382906,0.5172460096985546,48,1.0,21,20,32,182,0.25,0.5395604395604396
test/000078.png,2,2,1,0.3609079420566559,0.5176096558570862,0.009668804705142975,0.5157774018518853,0.5179806254758426,-0.0022032236239573066,0.511063277721405,0.5178706025855141,0.5190912954287954,0.5158157696326574,32,1.0,21,6,18,49,0.1683673469387755,0.2012820512820513
test/000079.png,2,2,1,0.29578813910484314,0.5196634531021118,0.01102372631430626,0.512534461459335,0.522039803720656,-0.009505342261320937,0.5197184681892395,0.5222483727438697,0.5199071301714234,0.5263124164545311,48,1.0,23,16,32,100,0.25,0.4097331240188383
test/000080.png,3,1,0,0.3262154757976532,0.5108405947685242,0.01296776533126831,0.49585686006197116,0.5148040086992325,-0.018947148637261324,0.5196624398231506,0.5149530016518886,0.5132754431373772,0.5171643287846537,40,1.0,24,14,22,104,0.20918367346938777,0.3702250130821559
test/000081.png,2,5,0,0.25449296832084656,0.5109623670578003,0.010870253667235374,0.5058957514714222,0.5126512752098291,-0.006755523738406932,0.49434468150138855,0.5126396947893603,0.5103069611571052,0.5162411081163507,48,1.0,21,6,30,99,0.25,0.2933281004709576
test/000082.png,5,7,0,0.30754485726356506,0.5047928690910339,0.00974968820810318,0.5052796435065385,0.5046641278651453,0.0006155156413932827,0.48841455578804016,0.5043261976413478,0.5046245747556289,0.5038236677646637,40,1.0,25,18,23,143,0.20918367346938777,0.456174777603349
